1,3,molecular function,is a,event
0,3,quantitative concept,is a,event
1,4,neoplastic process,affects,organism function
0,4,neoplastic process,affects,individual behavior
1,16,antibiotic,disrupts,gene or genome
0,16,antibiotic,disrupts,eicosanoid
1,19,laboratory procedure,measures,cell or molecular dysfunction
0,19,vitamin,measures,cell or molecular dysfunction
1,21,neuroreactive substance or biogenic amine,causes,neoplastic process
0,21,natural phenomenon or process,causes,neoplastic process
1,39,embryonic structure,developmental form of,body part organ or organ component
0,39,social behavior,developmental form of,body part organ or organ component
1,7,organism attribute,result of,injury or poisoning
0,7,animal,result of,injury or poisoning
1,17,body system,issue in,occupation or discipline
0,17,tissue,issue in,occupation or discipline
1,6,rickettsia or chlamydia,interacts with,mammal
0,6,rickettsia or chlamydia,interacts with,environmental effect of humans
1,7,disease or syndrome,result of,organism function
0,7,disease or syndrome,result of,disease or syndrome
1,11,mental process,produces,neuroreactive substance or biogenic amine
0,11,chemical viewed structurally,produces,neuroreactive substance or biogenic amine
1,4,food,affects,biologic function
0,4,food,affects,virus
1,30,laboratory procedure,assesses effect of,antibiotic
0,30,acquired abnormality,assesses effect of,antibiotic
1,32,quantitative concept,measurement of,carbohydrate sequence
0,32,quantitative concept,measurement of,hormone
1,6,bacterium,interacts with,vertebrate
0,6,substance,interacts with,vertebrate
1,3,body part organ or organ component,is a,fully formed anatomical structure
0,3,temporal concept,is a,fully formed anatomical structure
1,1,plant,location of,immunologic factor
0,1,plant,location of,physiologic function
1,33,cell function,precedes,physiologic function
0,33,cell function,precedes,regulation or law
1,6,fungus,interacts with,rickettsia or chlamydia
0,6,fungus,interacts with,clinical attribute
1,23,antibiotic,treats,cell or molecular dysfunction
0,23,physiologic function,treats,cell or molecular dysfunction
1,16,vitamin,disrupts,gene or genome
0,16,activity,disrupts,gene or genome
1,6,antibiotic,interacts with,biomedical or dental material
0,6,body location or region,interacts with,biomedical or dental material
1,1,embryonic structure,location of,physiologic function
0,1,finding,location of,physiologic function
1,7,congenital abnormality,result of,natural phenomenon or process
0,7,occupation or discipline,result of,natural phenomenon or process
1,7,organism function,result of,physiologic function
0,7,organism function,result of,gene or genome
1,21,chemical,causes,acquired abnormality
0,21,archaeon,causes,acquired abnormality
1,21,research device,causes,experimental model of disease
0,21,research device,causes,professional or occupational group
1,5,molecular biology research technique,associated with,acquired abnormality
0,5,organophosphorus compound,associated with,acquired abnormality
1,35,family group,performs,behavior
0,35,family group,performs,carbohydrate
1,19,research activity,measures,organophosphorus compound
0,19,research activity,measures,hormone
1,10,therapeutic or preventive procedure,uses,manufactured object
0,10,therapeutic or preventive procedure,uses,social behavior
1,7,phenomenon or process,result of,disease or syndrome
0,7,phenomenon or process,result of,reptile
1,11,gene or genome,produces,carbohydrate
0,11,bacterium,produces,carbohydrate
1,14,pathologic function,process of,disease or syndrome
0,14,pathologic function,process of,inorganic chemical
1,5,therapeutic or preventive procedure,associated with,disease or syndrome
0,5,therapeutic or preventive procedure,associated with,research activity
1,14,cell function,process of,amphibian
0,14,immunologic factor,process of,amphibian
1,1,gene or genome,location of,organ or tissue function
0,1,cell function,location of,organ or tissue function
1,4,congenital abnormality,affects,plant
0,4,congenital abnormality,affects,fungus
1,8,vitamin,complicates,anatomical abnormality
0,8,vitamin,complicates,mental or behavioral dysfunction
1,21,receptor,causes,neoplastic process
0,21,receptor,causes,research activity
1,4,food,affects,genetic function
0,4,molecular biology research technique,affects,genetic function
1,3,cell component,is a,fully formed anatomical structure
0,3,cell component,is a,neoplastic process
1,21,pharmacologic substance,causes,cell or molecular dysfunction
0,21,body location or region,causes,cell or molecular dysfunction
1,22,immunologic factor,indicates,mental or behavioral dysfunction
0,22,educational activity,indicates,mental or behavioral dysfunction
1,19,laboratory procedure,measures,receptor
0,19,nucleotide sequence,measures,receptor
1,5,research activity,associated with,neoplastic process
0,5,professional society,associated with,neoplastic process
1,6,age group,interacts with,group
0,6,genetic function,interacts with,group
1,7,human caused phenomenon or process,result of,mental process
0,7,laboratory or test result,result of,mental process
1,11,fully formed anatomical structure,produces,lipid
0,11,steroid,produces,lipid
1,40,fully formed anatomical structure,contains,body substance
0,40,molecular sequence,contains,body substance
1,4,biomedical or dental material,affects,mental process
0,4,vitamin,affects,mental process
1,8,neoplastic process,complicates,cell or molecular dysfunction
0,8,neoplastic process,complicates,environmental effect of humans
1,8,cell or molecular dysfunction,complicates,experimental model of disease
0,8,virus,complicates,experimental model of disease
1,6,biologically active substance,interacts with,hormone
0,6,receptor,interacts with,hormone
1,5,governmental or regulatory activity,associated with,experimental model of disease
0,5,governmental or regulatory activity,associated with,molecular biology research technique
1,5,experimental model of disease,associated with,pathologic function
0,5,temporal concept,associated with,pathologic function
1,8,enzyme,complicates,molecular function
0,8,enzyme,complicates,educational activity
1,14,biologic function,process of,rickettsia or chlamydia
0,14,biologic function,process of,nucleotide sequence
1,2,finding,manifestation of,biologic function
0,2,drug delivery device,manifestation of,biologic function
1,5,individual behavior,associated with,biomedical occupation or discipline
0,5,individual behavior,associated with,conceptual entity
1,7,experimental model of disease,result of,pathologic function
0,7,experimental model of disease,result of,body space or junction
1,5,mental or behavioral dysfunction,associated with,experimental model of disease
0,5,injury or poisoning,associated with,experimental model of disease
1,5,behavior,associated with,population group
0,5,embryonic structure,associated with,population group
1,6,hormone,interacts with,chemical
0,6,hormone,interacts with,rickettsia or chlamydia
1,11,fully formed anatomical structure,produces,amino acid peptide or protein
0,11,research activity,produces,amino acid peptide or protein
1,17,steroid,issue in,occupation or discipline
0,17,steroid,issue in,family group
1,21,neuroreactive substance or biogenic amine,causes,experimental model of disease
0,21,neuroreactive substance or biogenic amine,causes,social behavior
1,3,anatomical structure,is a,entity
0,3,anatomical structure,is a,pathologic function
1,1,tissue,location of,mental process
0,1,tissue,location of,geographic area
1,11,organ or tissue function,produces,neuroreactive substance or biogenic amine
0,11,rickettsia or chlamydia,produces,neuroreactive substance or biogenic amine
1,2,neoplastic process,manifestation of,genetic function
0,2,neoplastic process,manifestation of,event
1,3,family group,is a,conceptual entity
0,3,element ion or isotope,is a,conceptual entity
1,4,disease or syndrome,affects,bird
0,4,molecular sequence,affects,bird
1,4,physiologic function,affects,cell or molecular dysfunction
0,4,temporal concept,affects,cell or molecular dysfunction
1,38,organization,carries out,diagnostic procedure
0,38,entity,carries out,diagnostic procedure
1,3,health care activity,is a,occupational activity
0,3,health care activity,is a,congenital abnormality
1,41,body part organ or organ component,adjacent to,body space or junction
0,41,clinical attribute,adjacent to,body space or junction
1,4,physiologic function,affects,mental process
0,4,human,affects,mental process
1,42,body part organ or organ component,interconnects,body space or junction
0,42,body part organ or organ component,interconnects,chemical viewed structurally
1,4,experimental model of disease,affects,pathologic function
0,4,experimental model of disease,affects,vitamin
1,12,cell or molecular dysfunction,degree of,disease or syndrome
0,12,cell or molecular dysfunction,degree of,archaeon
1,6,nucleic acid nucleoside or nucleotide,interacts with,amino acid peptide or protein
0,6,organism,interacts with,amino acid peptide or protein
1,7,disease or syndrome,result of,congenital abnormality
0,7,self help or relief organization,result of,congenital abnormality
1,5,population group,associated with,injury or poisoning
0,5,population group,associated with,self help or relief organization
1,4,biologic function,affects,alga
0,4,biologic function,affects,steroid
1,17,neuroreactive substance or biogenic amine,issue in,biomedical occupation or discipline
0,17,neuroreactive substance or biogenic amine,issue in,social behavior
1,7,pathologic function,result of,health care activity
0,7,pathologic function,result of,molecular sequence
1,14,genetic function,process of,bird
0,14,element ion or isotope,process of,bird
1,8,biologically active substance,complicates,molecular function
0,8,biologically active substance,complicates,fungus
1,4,genetic function,affects,human
0,4,mammal,affects,human
1,6,fungus,interacts with,bacterium
0,6,fungus,interacts with,tissue
1,4,antibiotic,affects,biologic function
0,4,antibiotic,affects,group attribute
1,35,population group,performs,research activity
0,35,educational activity,performs,research activity
1,10,molecular biology research technique,uses,research device
0,10,molecular biology research technique,uses,population group
1,4,organic chemical,affects,organ or tissue function
0,4,disease or syndrome,affects,organ or tissue function
1,4,food,affects,pathologic function
0,4,food,affects,carbohydrate sequence
1,4,chemical viewed functionally,affects,cell function
0,4,chemical viewed functionally,affects,sign or symptom
1,25,diagnostic procedure,diagnoses,mental or behavioral dysfunction
0,25,finding,diagnoses,mental or behavioral dysfunction
1,36,idea or concept,conceptual part of,behavior
0,36,idea or concept,conceptual part of,environmental effect of humans
1,6,chemical viewed structurally,interacts with,hazardous or poisonous substance
0,6,chemical viewed structurally,interacts with,lipid
1,7,environmental effect of humans,result of,disease or syndrome
0,7,indicator reagent or diagnostic aid,result of,disease or syndrome
1,21,biomedical or dental material,causes,acquired abnormality
0,21,group,causes,acquired abnormality
1,4,organ or tissue function,affects,physiologic function
0,4,organ or tissue function,affects,organization
1,4,experimental model of disease,affects,plant
0,4,experimental model of disease,affects,archaeon
1,17,rickettsia or chlamydia,issue in,occupation or discipline
0,17,rickettsia or chlamydia,issue in,substance
1,16,immunologic factor,disrupts,molecular function
0,16,immunologic factor,disrupts,conceptual entity
1,19,research activity,measures,hazardous or poisonous substance
0,19,organophosphorus compound,measures,hazardous or poisonous substance
1,11,body part organ or organ component,produces,eicosanoid
0,11,health care related organization,produces,eicosanoid
1,7,genetic function,result of,molecular function
0,7,inorganic chemical,result of,molecular function
1,24,finding,evaluation of,organ or tissue function
0,24,finding,evaluation of,age group
1,7,organ or tissue function,result of,biologic function
0,7,nucleotide sequence,result of,biologic function
1,8,enzyme,complicates,genetic function
0,8,fungus,complicates,genetic function
1,7,organism function,result of,mental or behavioral dysfunction
0,7,organism function,result of,alga
1,3,group,is a,conceptual entity
0,3,group,is a,group
1,17,chemical viewed functionally,issue in,biomedical occupation or discipline
0,17,chemical viewed functionally,issue in,occupation or discipline
1,3,reptile,is a,organism
0,3,reptile,is a,body substance
1,4,genetic function,affects,cell or molecular dysfunction
0,4,qualitative concept,affects,cell or molecular dysfunction
1,14,molecular function,process of,organ or tissue function
0,14,medical device,process of,organ or tissue function
1,18,embryonic structure,part of,human
0,18,embryonic structure,part of,amphibian
1,5,occupational activity,associated with,acquired abnormality
0,5,occupational activity,associated with,physiologic function
1,6,organophosphorus compound,interacts with,chemical viewed functionally
0,6,vertebrate,interacts with,chemical viewed functionally
1,16,vitamin,disrupts,tissue
0,16,molecular sequence,disrupts,tissue
1,7,mental process,result of,organ or tissue function
0,7,mental process,result of,language
1,6,element ion or isotope,interacts with,chemical viewed functionally
0,6,element ion or isotope,interacts with,carbohydrate
1,6,nucleic acid nucleoside or nucleotide,interacts with,indicator reagent or diagnostic aid
0,6,manufactured object,interacts with,indicator reagent or diagnostic aid
1,33,molecular function,precedes,mental process
0,33,environmental effect of humans,precedes,mental process
1,1,self help or relief organization,location of,laboratory procedure
0,1,self help or relief organization,location of,reptile
1,10,group,uses,intellectual product
0,10,fungus,uses,intellectual product
1,7,organism attribute,result of,environmental effect of humans
0,7,receptor,result of,environmental effect of humans
1,5,sign or symptom,associated with,neoplastic process
0,5,amino acid peptide or protein,associated with,neoplastic process
1,7,qualitative concept,result of,mental process
0,7,health care related organization,result of,mental process
1,14,pathologic function,process of,organ or tissue function
0,14,pathologic function,process of,group
1,11,health care related organization,produces,intellectual product
0,11,health care related organization,produces,pathologic function
1,4,pathologic function,affects,invertebrate
0,4,pathologic function,affects,drug delivery device
1,12,pathologic function,degree of,neoplastic process
0,12,body location or region,degree of,neoplastic process
1,6,chemical viewed structurally,interacts with,biomedical or dental material
0,6,social behavior,interacts with,biomedical or dental material
1,4,gene or genome,affects,organism function
0,4,governmental or regulatory activity,affects,organism function
1,5,therapeutic or preventive procedure,associated with,pathologic function
0,5,pharmacologic substance,associated with,pathologic function
1,3,patient or disabled group,is a,group
0,3,pharmacologic substance,is a,group
1,4,mental or behavioral dysfunction,affects,neoplastic process
0,4,organism,affects,neoplastic process
1,4,individual behavior,affects,mental process
0,4,individual behavior,affects,laboratory or test result
1,23,pharmacologic substance,treats,congenital abnormality
0,23,pharmacologic substance,treats,plant
1,7,disease or syndrome,result of,behavior
0,7,disease or syndrome,result of,finding
1,18,congenital abnormality,part of,amphibian
0,18,population group,part of,amphibian
1,14,genetic function,process of,molecular function
0,14,genetic function,process of,intellectual product
1,6,bacterium,interacts with,reptile
0,6,inorganic chemical,interacts with,reptile
1,19,laboratory procedure,measures,physiologic function
0,19,laboratory procedure,measures,organophosphorus compound
1,7,acquired abnormality,result of,phenomenon or process
0,7,geographic area,result of,phenomenon or process
1,3,diagnostic procedure,is a,activity
0,3,diagnostic procedure,is a,functional concept
1,2,experimental model of disease,manifestation of,organ or tissue function
0,2,experimental model of disease,manifestation of,temporal concept
1,14,neoplastic process,process of,cell or molecular dysfunction
0,14,cell,process of,cell or molecular dysfunction
1,14,genetic function,process of,plant
0,14,genetic function,process of,natural phenomenon or process
1,8,neuroreactive substance or biogenic amine,complicates,molecular function
0,8,physiologic function,complicates,molecular function
1,4,mental or behavioral dysfunction,affects,vertebrate
0,4,mental or behavioral dysfunction,affects,body location or region
1,1,gene or genome,location of,physiologic function
0,1,vitamin,location of,physiologic function
1,1,gene or genome,location of,anatomical abnormality
0,1,anatomical structure,location of,anatomical abnormality
1,15,cell or molecular dysfunction,co-occurs with,injury or poisoning
0,15,organism attribute,co-occurs with,injury or poisoning
1,6,element ion or isotope,interacts with,antibiotic
0,6,element ion or isotope,interacts with,phenomenon or process
1,5,sign or symptom,associated with,pathologic function
0,5,sign or symptom,associated with,invertebrate
1,4,mental or behavioral dysfunction,affects,human
0,4,mental or behavioral dysfunction,affects,carbohydrate sequence
1,18,body part organ or organ component,part of,fish
0,18,body part organ or organ component,part of,individual behavior
1,8,immunologic factor,complicates,mental or behavioral dysfunction
0,8,immunologic factor,complicates,family group
1,14,cell or molecular dysfunction,process of,bacterium
0,14,cell or molecular dysfunction,process of,body substance
1,3,amino acid peptide or protein,is a,substance
0,3,sign or symptom,is a,substance
1,5,mental or behavioral dysfunction,associated with,cell or molecular dysfunction
0,5,neuroreactive substance or biogenic amine,associated with,cell or molecular dysfunction
1,7,physiologic function,result of,phenomenon or process
0,7,human,result of,phenomenon or process
1,4,eicosanoid,affects,organism function
0,4,fish,affects,organism function
1,18,gene or genome,part of,amphibian
0,18,indicator reagent or diagnostic aid,part of,amphibian
1,17,occupational activity,issue in,occupation or discipline
0,17,occupational activity,issue in,disease or syndrome
1,37,diagnostic procedure,analyzes,enzyme
0,37,archaeon,analyzes,enzyme
1,7,congenital abnormality,result of,injury or poisoning
0,7,congenital abnormality,result of,body space or junction
1,35,group,performs,behavior
0,35,classification,performs,behavior
1,8,neuroreactive substance or biogenic amine,complicates,neoplastic process
0,8,neuroreactive substance or biogenic amine,complicates,quantitative concept
1,3,vitamin,is a,entity
0,3,daily or recreational activity,is a,entity
1,3,health care related organization,is a,organization
0,3,carbohydrate,is a,organization
1,1,embryonic structure,location of,neoplastic process
0,1,embryonic structure,location of,professional or occupational group
1,8,neoplastic process,complicates,mental or behavioral dysfunction
0,8,finding,complicates,mental or behavioral dysfunction
1,14,cell or molecular dysfunction,process of,organism function
0,14,embryonic structure,process of,organism function
1,6,plant,interacts with,amphibian
0,6,element ion or isotope,interacts with,amphibian
1,3,therapeutic or preventive procedure,is a,activity
0,3,health care related organization,is a,activity
1,4,diagnostic procedure,affects,physiologic function
0,4,physical object,affects,physiologic function
1,1,anatomical structure,location of,bacterium
0,1,self help or relief organization,location of,bacterium
1,21,immunologic factor,causes,disease or syndrome
0,21,health care related organization,causes,disease or syndrome
1,3,anatomical structure,is a,physical object
0,3,anatomical structure,is a,professional or occupational group
1,24,laboratory or test result,evaluation of,neoplastic process
0,24,phenomenon or process,evaluation of,neoplastic process
1,30,laboratory procedure,assesses effect of,pharmacologic substance
0,30,medical device,assesses effect of,pharmacologic substance
1,1,body location or region,location of,neoplastic process
0,1,body location or region,location of,self help or relief organization
1,35,professional or occupational group,performs,daily or recreational activity
0,35,biologically active substance,performs,daily or recreational activity
1,7,cell function,result of,organ or tissue function
0,7,carbohydrate,result of,organ or tissue function
1,3,antibiotic,is a,entity
0,3,genetic function,is a,entity
1,4,mental or behavioral dysfunction,affects,organism
0,4,mental or behavioral dysfunction,affects,health care related organization
1,7,cell or molecular dysfunction,result of,molecular function
0,7,cell or molecular dysfunction,result of,behavior
1,4,lipid,affects,organ or tissue function
0,4,lipid,affects,nucleotide sequence
1,31,laboratory procedure,method of,diagnostic procedure
0,31,laboratory procedure,method of,language
1,3,individual behavior,is a,behavior
0,3,individual behavior,is a,finding
1,17,physical object,issue in,occupation or discipline
0,17,injury or poisoning,issue in,occupation or discipline
1,6,nucleic acid nucleoside or nucleotide,interacts with,chemical
0,6,nucleic acid nucleoside or nucleotide,interacts with,enzyme
1,8,disease or syndrome,complicates,congenital abnormality
0,8,disease or syndrome,complicates,cell function
1,28,clinical attribute,property of,vertebrate
0,28,clinical attribute,property of,embryonic structure
1,7,clinical attribute,result of,physiologic function
0,7,amphibian,result of,physiologic function
1,19,laboratory procedure,measures,mental or behavioral dysfunction
0,19,classification,measures,mental or behavioral dysfunction
1,7,genetic function,result of,organ or tissue function
0,7,genetic function,result of,spatial concept
1,11,neoplastic process,produces,hormone
0,11,neoplastic process,produces,entity
1,19,laboratory procedure,measures,cell function
0,19,human caused phenomenon or process,measures,cell function
1,2,cell or molecular dysfunction,manifestation of,cell function
0,2,cell or molecular dysfunction,manifestation of,organism attribute
1,5,finding,associated with,disease or syndrome
0,5,receptor,associated with,disease or syndrome
1,5,research activity,associated with,anatomical abnormality
0,5,vitamin,associated with,anatomical abnormality
1,17,cell or molecular dysfunction,issue in,biomedical occupation or discipline
0,17,fully formed anatomical structure,issue in,biomedical occupation or discipline
1,4,acquired abnormality,affects,animal
0,4,acquired abnormality,affects,intellectual product
1,4,organic chemical,affects,cell function
0,4,organic chemical,affects,archaeon
1,11,body part organ or organ component,produces,organophosphorus compound
0,11,body part organ or organ component,produces,health care related organization
1,14,cell or molecular dysfunction,process of,rickettsia or chlamydia
0,14,cell or molecular dysfunction,process of,amino acid peptide or protein
1,8,cell or molecular dysfunction,complicates,neoplastic process
0,8,cell or molecular dysfunction,complicates,carbohydrate
1,35,professional or occupational group,performs,molecular biology research technique
0,35,chemical viewed functionally,performs,molecular biology research technique
1,3,nucleotide sequence,is a,conceptual entity
0,3,nucleotide sequence,is a,injury or poisoning
1,35,age group,performs,governmental or regulatory activity
0,35,molecular sequence,performs,governmental or regulatory activity
1,3,amphibian,is a,organism
0,3,amphibian,is a,quantitative concept
1,4,acquired abnormality,affects,bird
0,4,acquired abnormality,affects,natural phenomenon or process
1,11,tissue,produces,enzyme
0,11,tissue,produces,carbohydrate sequence
1,8,antibiotic,complicates,physiologic function
0,8,event,complicates,physiologic function
1,17,sign or symptom,issue in,biomedical occupation or discipline
0,17,event,issue in,biomedical occupation or discipline
1,14,cell or molecular dysfunction,process of,pathologic function
0,14,cell or molecular dysfunction,process of,diagnostic procedure
1,24,finding,evaluation of,molecular function
0,24,finding,evaluation of,family group
1,8,biologically active substance,complicates,experimental model of disease
0,8,biologically active substance,complicates,biomedical occupation or discipline
1,4,mental or behavioral dysfunction,affects,individual behavior
0,4,mental or behavioral dysfunction,affects,body location or region
1,4,molecular function,affects,fish
0,4,molecular function,affects,experimental model of disease
1,7,molecular function,result of,biologic function
0,7,molecular function,result of,regulation or law
1,6,biomedical or dental material,interacts with,vitamin
0,6,archaeon,interacts with,vitamin
1,19,research activity,measures,mental process
0,19,research activity,measures,molecular biology research technique
1,32,laboratory or test result,measurement of,substance
0,32,research activity,measurement of,substance
1,33,cell or molecular dysfunction,precedes,neoplastic process
0,33,sign or symptom,precedes,neoplastic process
1,7,cell function,result of,organism function
0,7,fungus,result of,organism function
1,21,carbohydrate,causes,congenital abnormality
0,21,human,causes,congenital abnormality
1,21,food,causes,cell or molecular dysfunction
0,21,food,causes,environmental effect of humans
1,4,eicosanoid,affects,natural phenomenon or process
0,4,eicosanoid,affects,organism function
1,6,lipid,interacts with,vitamin
0,6,group,interacts with,vitamin
1,43,individual behavior,conceptually related to,idea or concept
0,43,individual behavior,conceptually related to,biomedical occupation or discipline
1,21,body substance,causes,experimental model of disease
0,21,plant,causes,experimental model of disease
1,14,molecular function,process of,fish
0,14,molecular function,process of,machine activity
1,4,lipid,affects,experimental model of disease
0,4,lipid,affects,hazardous or poisonous substance
1,31,laboratory procedure,method of,occupation or discipline
0,31,qualitative concept,method of,occupation or discipline
1,4,organ or tissue function,affects,organism
0,4,organ or tissue function,affects,cell
1,5,diagnostic procedure,associated with,cell or molecular dysfunction
0,5,organization,associated with,cell or molecular dysfunction
1,4,immunologic factor,affects,biologic function
0,4,immunologic factor,affects,pharmacologic substance
1,7,experimental model of disease,result of,organism function
0,7,experimental model of disease,result of,gene or genome
1,4,biologic function,affects,human
0,4,chemical,affects,human
1,3,organic chemical,is a,chemical
0,3,plant,is a,chemical
1,1,fully formed anatomical structure,location of,congenital abnormality
0,1,indicator reagent or diagnostic aid,location of,congenital abnormality
1,11,patient or disabled group,produces,drug delivery device
0,11,event,produces,drug delivery device
1,11,physiologic function,produces,vitamin
0,11,physiologic function,produces,neuroreactive substance or biogenic amine
1,4,experimental model of disease,affects,natural phenomenon or process
0,4,indicator reagent or diagnostic aid,affects,natural phenomenon or process
1,4,enzyme,affects,mental process
0,4,enzyme,affects,chemical viewed structurally
1,14,cell or molecular dysfunction,process of,experimental model of disease
0,14,cell or molecular dysfunction,process of,spatial concept
1,3,experimental model of disease,is a,natural phenomenon or process
0,3,experimental model of disease,is a,body substance
1,33,genetic function,precedes,mental process
0,33,genetic function,precedes,biomedical or dental material
1,11,experimental model of disease,produces,immunologic factor
0,11,physical object,produces,immunologic factor
1,11,body part organ or organ component,produces,amino acid peptide or protein
0,11,neoplastic process,produces,amino acid peptide or protein
1,4,genetic function,affects,clinical attribute
0,4,genetic function,affects,organism function
1,16,receptor,disrupts,organism function
0,16,animal,disrupts,organism function
1,4,mental process,affects,clinical attribute
0,4,age group,affects,clinical attribute
1,4,molecular function,affects,organism function
0,4,geographic area,affects,organism function
1,5,social behavior,associated with,population group
0,5,enzyme,associated with,population group
1,7,phenomenon or process,result of,environmental effect of humans
0,7,professional society,result of,environmental effect of humans
1,15,cell function,co-occurs with,genetic function
0,15,injury or poisoning,co-occurs with,genetic function
1,1,fully formed anatomical structure,location of,experimental model of disease
0,1,carbohydrate sequence,location of,experimental model of disease
1,4,organism function,affects,molecular function
0,4,organism function,affects,cell or molecular dysfunction
1,6,steroid,interacts with,receptor
0,6,archaeon,interacts with,receptor
1,11,disease or syndrome,produces,vitamin
0,11,disease or syndrome,produces,mammal
1,21,neuroreactive substance or biogenic amine,causes,mental or behavioral dysfunction
0,21,health care related organization,causes,mental or behavioral dysfunction
1,11,cell,produces,carbohydrate
0,11,cell,produces,molecular biology research technique
1,21,inorganic chemical,causes,acquired abnormality
0,21,injury or poisoning,causes,acquired abnormality
1,4,chemical viewed structurally,affects,pathologic function
0,4,amino acid sequence,affects,pathologic function
1,1,cell,location of,fungus
0,1,cell,location of,occupational activity
1,1,cell,location of,diagnostic procedure
0,1,cell,location of,vertebrate
1,3,biomedical or dental material,is a,substance
0,3,biomedical or dental material,is a,diagnostic procedure
1,11,fully formed anatomical structure,produces,neuroreactive substance or biogenic amine
0,11,vitamin,produces,neuroreactive substance or biogenic amine
1,7,organism attribute,result of,genetic function
0,7,clinical attribute,result of,genetic function
1,2,acquired abnormality,manifestation of,organism function
0,2,injury or poisoning,manifestation of,organism function
1,17,population group,issue in,occupation or discipline
0,17,cell component,issue in,occupation or discipline
1,37,diagnostic procedure,analyzes,body substance
0,37,genetic function,analyzes,body substance
1,4,organ or tissue function,affects,fungus
0,4,alga,affects,fungus
1,6,professional or occupational group,interacts with,patient or disabled group
0,6,professional or occupational group,interacts with,gene or genome
1,14,natural phenomenon or process,process of,molecular function
0,14,hazardous or poisonous substance,process of,molecular function
1,3,individual behavior,is a,activity
0,3,carbohydrate,is a,activity
1,12,mental or behavioral dysfunction,degree of,pathologic function
0,12,mental or behavioral dysfunction,degree of,biomedical or dental material
1,6,vertebrate,interacts with,human
0,6,vertebrate,interacts with,animal
1,17,environmental effect of humans,issue in,occupation or discipline
0,17,environmental effect of humans,issue in,geographic area
1,21,organic chemical,causes,neoplastic process
0,21,organic chemical,causes,temporal concept
1,11,mental or behavioral dysfunction,produces,hormone
0,11,clinical drug,produces,hormone
1,5,educational activity,associated with,congenital abnormality
0,5,educational activity,associated with,genetic function
1,11,gene or genome,produces,lipid
0,11,gene or genome,produces,behavior
1,18,embryonic structure,part of,archaeon
0,18,embryonic structure,part of,finding
1,19,molecular biology research technique,measures,antibiotic
0,19,cell function,measures,antibiotic
1,9,physiologic function,occurs in,temporal concept
0,9,organic chemical,occurs in,temporal concept
1,20,pharmacologic substance,prevents,cell or molecular dysfunction
0,20,pharmacologic substance,prevents,laboratory or test result
1,3,body substance,is a,entity
0,3,biologic function,is a,entity
1,18,cell,part of,organism
0,18,cell,part of,hormone
1,40,tissue,contains,body substance
0,40,biologic function,contains,body substance
1,6,biomedical or dental material,interacts with,neuroreactive substance or biogenic amine
0,6,biomedical or dental material,interacts with,behavior
1,8,antibiotic,complicates,pathologic function
0,8,conceptual entity,complicates,pathologic function
1,14,pathologic function,process of,fungus
0,14,pharmacologic substance,process of,fungus
1,3,fish,is a,animal
0,3,fish,is a,research device
1,11,cell component,produces,organophosphorus compound
0,11,age group,produces,organophosphorus compound
1,7,mental process,result of,mental or behavioral dysfunction
0,7,mental or behavioral dysfunction,result of,mental or behavioral dysfunction
1,14,mental or behavioral dysfunction,process of,pathologic function
0,14,health care related organization,process of,pathologic function
1,4,neoplastic process,affects,mental process
0,4,neoplastic process,affects,idea or concept
1,14,experimental model of disease,process of,cell or molecular dysfunction
0,14,eicosanoid,process of,cell or molecular dysfunction
1,24,laboratory or test result,evaluation of,clinical attribute
0,24,mammal,evaluation of,clinical attribute
1,2,finding,manifestation of,congenital abnormality
0,2,finding,manifestation of,self help or relief organization
1,4,genetic function,affects,amphibian
0,4,genetic function,affects,mammal
1,38,health care related organization,carries out,laboratory procedure
0,38,idea or concept,carries out,laboratory procedure
1,7,genetic function,result of,cell function
0,7,genetic function,result of,receptor
1,4,chemical,affects,biologic function
0,4,family group,affects,biologic function
1,4,enzyme,affects,physiologic function
0,4,enzyme,affects,organic chemical
1,21,element ion or isotope,causes,mental or behavioral dysfunction
0,21,element ion or isotope,causes,manufactured object
1,18,body space or junction,part of,body part organ or organ component
0,18,invertebrate,part of,body part organ or organ component
1,5,individual behavior,associated with,geographic area
0,5,vertebrate,associated with,geographic area
1,4,vitamin,affects,experimental model of disease
0,4,vitamin,affects,organic chemical
1,7,biologic function,result of,organ or tissue function
0,7,event,result of,organ or tissue function
1,21,substance,causes,pathologic function
0,21,substance,causes,body location or region
1,19,research activity,measures,biologic function
0,19,body space or junction,measures,biologic function
1,22,laboratory or test result,indicates,congenital abnormality
0,22,tissue,indicates,congenital abnormality
1,4,anatomical abnormality,affects,molecular function
0,4,body space or junction,affects,molecular function
1,4,acquired abnormality,affects,archaeon
0,4,family group,affects,archaeon
1,14,genetic function,process of,invertebrate
0,14,health care related organization,process of,invertebrate
1,35,population group,performs,molecular biology research technique
0,35,population group,performs,organization
1,7,experimental model of disease,result of,molecular function
0,7,bird,result of,molecular function
1,14,mental process,process of,cell function
0,14,element ion or isotope,process of,cell function
1,35,population group,performs,laboratory procedure
0,35,animal,performs,laboratory procedure
1,8,enzyme,complicates,mental process
0,8,alga,complicates,mental process
1,32,quantitative concept,measurement of,cell function
0,32,quantitative concept,measurement of,virus
1,19,research activity,measures,physiologic function
0,19,congenital abnormality,measures,physiologic function
1,6,virus,interacts with,amphibian
0,6,body system,interacts with,amphibian
1,14,molecular function,process of,amphibian
